timestamp,Clocks / Second,GPU % Bus Busy,% Vertex Fetch Stall,% Texture Fetch Stall,L1 Texture Cache Miss Per Pixel,% Texture L1 Miss,% Texture L2 Miss,% Stalled on System Memory,% Instruction Cache Miss,Pre-clipped Polygons/Second,% Prims Trivially Rejected,% Prims Clipped,Average Vertices / Polygon,Reused Vertices / Second,Average Polygon Area,% Wave Context Occupancy,% Shaders Busy,% Shaders Stalled,Vertices Shaded / Second,Fragments Shaded / Second,Vertex Instructions / Second,Fragment Instructions / Second,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Textures / Vertex,Textures / Fragment,ALU / Vertex,ALU / Fragment,EFU / Fragment,EFU / Vertex,% Time Shading Fragments,% Time Shading Vertices,% Time Compute,% Shader ALU Capacity Utilized,% Time ALUs Working,% Time EFUs Working,% Nearest Filtered,% Linear Filtered,% Anisotropic Filtered,% Non-Base Level Textures,% Texture Pipes Busy,Read Total (Bytes/sec),Write Total (Bytes/sec),Texture Memory Read BW (Bytes/Second),Vertex Memory Read (Bytes/Second),SP Memory Read (Bytes/Second),Avg Bytes / Fragment,Avg Bytes / Vertex,Preemptions / second,Avg Preemption Delay,GPU Frequency
11/29/2023 1:40:16 AM,201242544.0,47.179,1.473,50.935,0.367,30.99,7.244,12.058,0.0,800910.688,0.252,0.216,1.02,1582514.25,1128.675,91.827,86.377,17.643,817041.375,902293376.0,56092880.0,28739158016.0,12086032384.0,27170967552.0,3067643136.0,1.989,1.95,67.659,26.957,3.221,0.994,99.516,0.484,0.0,31.303,34.114,30.641,0.581,99.42,0.002,0.0,86.377,1811055744.0,974147008.0,1716467712.0,55732828.0,258728.953,0.85,68.213,144.38,2.857,525000000.0
11/29/2023 1:40:17 AM,200398176.0,47.958,1.291,52.339,0.37,30.939,7.288,16.556,0.0,800174.188,0.244,0.209,1.02,1581467.5,1116.394,91.762,86.421,21.495,815989.562,891676544.0,56064724.0,28685645824.0,12039879680.0,27158882304.0,3066325504.0,1.99,1.961,67.712,27.207,3.256,0.995,99.537,0.463,0.0,30.032,32.733,29.444,0.002,100.0,0.002,0.0,86.421,1751237120.0,838587584.0,1653791744.0,55822984.0,2497017.25,0.862,68.411,139.342,6.507,525000000.0
11/29/2023 1:40:18 AM,206503040.0,46.637,1.325,51.922,0.372,30.955,7.185,14.326,0.0,837813.5,0.241,0.207,1.001,1625096.125,1106.682,91.833,86.542,19.288,838589.812,925496704.0,57600300.0,29950070784.0,12503318528.0,28465012736.0,3214245632.0,1.99,1.969,67.692,27.359,3.289,0.995,99.535,0.465,0.0,30.835,33.609,30.348,0.002,99.958,0.002,0.051,86.542,1825502720.0,879180672.0,1721411200.0,57611088.0,2505896.25,0.855,68.7,144.317,20.063,525000000.0
11/29/2023 1:40:19 AM,216304896.0,50.952,1.318,52.299,0.358,30.741,7.785,15.382,0.0,800620.312,0.244,0.209,1.02,1582231.125,1169.135,91.919,86.891,20.113,816562.812,934321856.0,56094424.0,29206075392.0,12552271872.0,27171995648.0,3067805952.0,1.99,1.917,67.701,26.555,3.117,0.995,99.545,0.455,0.0,30.053,32.704,28.895,0.002,100.0,0.002,0.0,86.891,1927745664.0,1046856064.0,1830785664.0,55619872.0,1374022.625,0.892,68.115,139.41,6.562,525000000.0
11/29/2023 1:40:20 AM,207971120.0,49.696,1.314,53.019,0.369,30.904,7.29,14.806,0.0,800499.5,0.244,0.209,1.02,1582110.5,1116.394,91.656,86.264,19.593,816321.312,892038976.0,56087520.0,28697309184.0,12044775424.0,27169925120.0,3067572224.0,1.99,1.961,67.712,27.207,3.256,0.995,99.537,0.463,0.0,29.683,32.353,29.101,0.002,100.0,0.002,0.0,86.264,1881610112.0,1036593920.0,1781903616.0,55620096.0,3628519.5,0.861,68.135,139.399,13.502,525000000.0
11/29/2023 1:40:21 AM,207086752.0,48.69,1.414,53.33,0.372,30.952,7.188,13.256,0.0,838864.625,0.249,0.214,1.038,1688736.0,1103.678,91.643,87.225,18.343,871118.688,924046080.0,59880676.0,29930074112.0,12498138112.0,28442159104.0,3210855936.0,1.991,1.972,67.744,27.345,3.286,0.996,99.529,0.471,0.0,29.978,32.701,29.531,0.002,100.0,0.002,0.0,87.225,1960891136.0,1064454336.0,1862559872.0,59429812.0,1391035.25,0.855,68.222,149.278,3.796,525000000.0
11/29/2023 1:40:22 AM,204522304.0,50.323,1.329,51.896,0.362,30.816,7.615,13.516,0.0,800621.938,0.244,0.209,1.02,1582273.75,1151.556,91.836,87.078,18.331,816525.062,920275072.0,56095060.0,29038000128.0,12383746048.0,27172728832.0,3067888640.0,1.99,1.931,67.705,26.766,3.162,0.995,99.547,0.453,0.0,30.771,33.503,29.777,0.002,100.0,0.002,0.0,87.078,1952527616.0,1027828160.0,1856316672.0,55775604.0,1374059.625,0.882,68.309,139.414,3.623,525000000.0
11/29/2023 1:40:23 AM,204354896.0,50.183,1.384,52.23,0.373,30.973,7.163,14.705,0.0,818707.688,0.247,0.212,1.039,1649034.25,1101.44,91.784,86.019,19.23,850667.062,900178176.0,58456712.0,29191772160.0,12177812480.0,27760166912.0,3133875712.0,1.991,1.974,67.723,27.376,3.292,0.995,99.517,0.483,0.0,30.47,33.233,30.032,0.002,100.0,0.002,0.0,86.019,1923855616.0,1023608448.0,1826012288.0,57784468.0,3630744.75,0.854,67.928,144.365,11.853,525000000.0
11/29/2023 1:40:24 AM,225061392.0,48.388,1.315,50.886,0.361,31.034,7.37,14.296,0.0,857738.25,0.276,0.236,1.021,1693981.125,1153.589,91.597,84.281,19.975,875515.188,987527232.0,60023444.0,30947049472.0,13129094144.0,29071630336.0,3282140672.0,1.986,1.929,67.565,26.547,3.149,0.993,99.544,0.456,0.0,29.496,32.134,28.669,1.071,98.951,0.002,0.0,84.281,1992630784.0,1177587456.0,1884996480.0,59544140.0,3670246.0,0.852,68.01,169.02,33.067,525000000.0
11/29/2023 1:40:25 AM,210134560.0,49.283,1.334,50.982,0.363,30.933,7.425,14.319,0.0,800858.312,0.252,0.216,1.02,1582371.5,1146.248,91.741,84.742,19.245,817027.438,916281408.0,56088696.0,28905400320.0,12253775872.0,27168516096.0,3067366400.0,1.989,1.935,67.655,26.739,3.174,0.994,99.532,0.468,0.0,30.074,32.757,29.246,0.577,99.425,0.002,0.0,84.742,1895362688.0,1066864960.0,1792784640.0,55602908.0,4754830.5,0.862,68.055,144.367,21.302,525000000.0
11/29/2023 1:40:26 AM,205325840.0,49.461,1.417,52.903,0.379,31.047,6.892,13.355,0.0,855568.812,0.236,0.202,1.02,1691117.75,1075.498,91.779,86.85,17.523,872419.25,918548672.0,59955372.0,30257195008.0,12455349248.0,29045116928.0,3279287296.0,1.991,1.998,67.728,27.757,3.374,0.995,99.527,0.473,0.0,30.816,33.629,30.68,0.002,100.0,0.002,0.0,86.85,1973114880.0,1067988608.0,1870307584.0,59511732.0,2501500.25,0.836,68.215,144.064,8.592,525000000.0
11/29/2023 1:40:27 AM,210818432.0,47.17,1.389,53.654,0.367,30.905,7.357,14.323,0.0,850499.438,0.237,0.203,1.001,1650399.625,1129.694,91.677,87.975,19.51,851691.625,959188288.0,58518884.0,30649186304.0,12929644544.0,28910149632.0,3264465664.0,1.989,1.95,67.714,27.067,3.227,0.995,99.544,0.456,0.0,30.217,32.917,29.495,0.002,99.969,0.002,0.04,87.975,1883182080.0,943342784.0,1782588288.0,58603408.0,258152.203,0.864,68.808,144.058,2.878,525000000.0
11/29/2023 1:40:28 AM,198044080.0,41.746,1.429,49.991,0.37,30.934,7.256,9.289,0.0,800029.875,0.244,0.209,1.02,1581182.25,1116.394,91.65,86.175,14.359,815842.375,891515648.0,56054612.0,28680472576.0,12037708800.0,27153983488.0,3065772288.0,1.99,1.961,67.712,27.207,3.256,0.995,99.523,0.477,0.0,32.992,35.959,32.346,0.002,100.0,0.002,0.0,86.175,1639559168.0,803738176.0,1543606912.0,55839028.0,1373111.75,0.858,68.443,139.317,3.549,525000000.0
11/29/2023 1:40:29 AM,274781248.0,26.872,1.33,30.198,0.298,30.597,7.084,7.155,0.0,3553552.0,0.792,1.216,0.906,7384398.0,386.871,88.881,75.1,16.55,3220642.5,1347480064.0,188839552.0,40685101056.0,17641519104.0,39630888960.0,3228138496.0,0.585,1.67,57.347,25.772,2.221,1.287,99.081,0.919,0.0,33.023,36.086,23.279,0.002,99.994,0.002,0.007,70.453,1424324352.0,1069528000.0,1217051776.0,109871696.0,1489517.875,0.58,34.115,204.068,8.46,525000000.0
11/29/2023 1:40:30 AM,193513376.0,39.979,1.635,48.039,0.363,30.911,8.778,11.017,0.0,800471.25,0.244,0.209,1.02,1581975.875,1153.312,91.219,84.764,15.569,816371.375,921505152.0,56084500.0,29038080000.0,12386961408.0,27167612928.0,3067311360.0,1.99,1.929,67.705,26.766,3.161,0.995,99.498,0.502,0.0,36.309,39.526,35.129,0.002,99.986,0.002,0.014,84.764,1501382912.0,540968256.0,1405315968.0,54321852.0,1380173.0,0.879,66.541,139.387,3.671,525000000.0
11/29/2023 1:40:31 AM,190963248.0,43.502,1.549,49.438,0.37,30.974,7.812,11.78,0.0,800343.125,0.226,0.194,1.02,1581996.75,1116.533,91.758,85.376,16.151,816184.875,892042048.0,56087724.0,28697413632.0,12044819456.0,27170023424.0,3067583232.0,1.991,1.961,67.724,27.207,3.256,0.995,99.513,0.487,0.0,34.25,37.331,33.58,0.002,100.0,0.002,0.0,85.376,1716411904.0,607010368.0,1619417856.0,55163384.0,2486571.0,0.858,67.587,129.443,4.584,525000000.0
11/29/2023 1:40:32 AM,228080544.0,64.944,1.208,61.541,0.371,30.933,7.226,23.297,0.0,857043.188,0.244,0.209,1.02,1693891.125,1111.25,90.775,89.655,27.248,873955.438,950609856.0,60046764.0,30674079744.0,12846322688.0,29087393792.0,3284060672.0,1.99,1.966,67.712,27.261,3.269,0.995,99.578,0.422,0.0,23.377,25.487,22.962,0.002,100.0,0.002,0.0,89.655,2672584704.0,1874633344.0,2572281856.0,59075884.0,1390545.125,0.855,67.596,149.226,10.307,525000000.0
11/29/2023 1:40:33 AM,213240624.0,60.561,1.218,59.679,0.37,30.934,7.266,20.342,0.0,800567.625,0.244,0.209,1.02,1582245.0,1116.394,90.777,88.095,24.611,816390.75,892115008.0,56092292.0,28699750400.0,12045799424.0,27172235264.0,3067833088.0,1.99,1.961,67.712,27.207,3.256,0.995,99.568,0.432,0.0,24.558,26.767,24.077,0.002,100.0,0.002,0.0,88.095,2355020288.0,1626784128.0,2256642560.0,55152580.0,3622455.25,0.858,67.557,139.411,27.955,525000000.0
11/29/2023 1:40:34 AM,204215008.0,58.545,1.235,58.777,0.375,30.988,7.043,18.202,0.0,856808.062,0.244,0.209,1.02,1693430.25,1091.848,90.745,87.974,22.637,873710.812,933831232.0,60036116.0,30466207744.0,12640646144.0,29083809792.0,3283655936.0,1.991,1.983,67.719,27.532,3.326,0.995,99.566,0.434,0.0,25.483,27.794,25.213,0.002,100.0,0.002,0.0,87.974,2477702656.0,1610148096.0,2371967488.0,59155820.0,4760073.5,0.843,67.706,149.23,21.634,525000000.0
11/29/2023 1:40:35 AM,224019968.0,60.384,1.219,60.379,0.367,30.871,7.391,22.061,0.0,849980.562,0.238,0.204,1.001,1649162.125,1131.158,90.848,89.111,26.552,851035.375,959774144.0,58480072.0,30644676608.0,12935884800.0,28892733440.0,3262425088.0,1.989,1.949,67.721,27.049,3.223,0.995,99.576,0.424,0.0,24.11,26.262,23.521,0.002,99.965,0.002,0.045,89.111,2395720704.0,1684901760.0,2290415872.0,57936160.0,2505381.75,0.865,68.077,144.287,23.308,525000000.0
11/29/2023 1:40:36 AM,232596000.0,63.567,1.231,62.138,0.369,30.893,7.309,23.163,0.0,800073.0,0.244,0.209,1.02,1581267.5,1116.395,90.75,89.945,27.466,815886.375,891563904.0,56057636.0,28682018816.0,12038356992.0,27155447808.0,3065937664.0,1.99,1.961,67.712,27.207,3.256,0.995,99.573,0.427,0.0,23.016,25.086,22.565,0.002,100.0,0.002,0.0,89.945,2435259648.0,1741137408.0,2342642432.0,55018508.0,249670.141,0.858,67.434,139.325,2.701,525000000.0
11/29/2023 1:40:37 AM,236508960.0,64.099,1.266,60.346,0.371,30.921,7.208,22.472,0.0,856956.75,0.244,0.209,1.02,1693684.875,1108.26,90.713,88.57,26.379,873901.812,948032256.0,60046016.0,30639515648.0,12811275264.0,29088182272.0,3284149504.0,1.991,1.968,67.715,27.314,3.279,0.995,99.572,0.428,0.0,23.941,26.099,23.542,0.002,100.0,0.002,0.0,88.57,2626213888.0,1860600448.0,2523278592.0,58924632.0,2514124.5,0.853,67.427,149.252,26.773,525000000.0
11/29/2023 1:40:38 AM,237129296.0,66.948,1.113,61.356,0.36,30.783,7.713,24.763,0.0,815803.75,0.248,0.212,1.001,1581527.125,1165.63,90.819,89.873,29.06,816331.125,949301568.0,56105152.0,29747759104.0,12755937280.0,27723100160.0,3130270976.0,1.989,1.921,67.733,26.62,3.131,0.995,99.597,0.403,0.0,22.92,24.938,22.07,0.002,99.983,0.002,0.024,89.873,2706227712.0,1846765312.0,2607918080.0,55203564.0,1381912.0,0.886,67.624,144.281,2.471,525000000.0
11/29/2023 1:40:39 AM,295581888.0,46.032,1.078,37.949,0.293,30.452,7.361,17.871,0.0,3375668.75,0.308,1.165,0.902,6983637.5,393.95,88.75,76.436,25.704,3043860.25,1309264896.0,179742640.0,39103070208.0,17188550656.0,37687906304.0,3070568448.0,0.587,1.658,57.768,25.539,2.176,1.283,99.15,0.85,0.0,26.109,28.519,18.2,0.002,100.0,0.002,0.001,72.793,2217082624.0,2040747264.0,2013701248.0,103833200.0,3752129.0,0.597,34.112,213.858,21.854,525000000.0
11/29/2023 1:40:40 AM,300459072.0,47.344,1.129,38.074,0.3,30.618,6.796,19.1,0.0,3606189.25,0.234,1.059,0.902,7477565.0,381.042,88.844,77.645,26.712,3254420.0,1352993664.0,191909904.0,41297342464.0,17801009152.0,40409214976.0,3291726592.0,0.588,1.683,57.683,26.003,2.252,1.286,99.13,0.87,0.0,26.698,29.196,18.912,0.002,100.0,0.001,0.0,73.848,2295992320.0,2040422144.0,2080186496.0,111106648.0,4772833.0,0.562,34.14,154.329,30.502,525000000.0
11/29/2023 1:40:41 AM,239786512.0,66.673,1.182,61.124,0.371,30.947,7.194,24.247,0.0,857422.875,0.244,0.209,1.02,1694661.25,1108.12,90.596,89.54,28.395,874322.875,948351360.0,60073624.0,30651672576.0,12815811584.0,29100617728.0,3285553664.0,1.99,1.968,67.714,27.313,3.279,0.995,99.572,0.428,0.0,23.214,25.311,22.832,0.002,100.0,0.002,0.0,89.54,2807899648.0,1858198528.0,2706950656.0,59157520.0,1391177.25,0.853,67.661,149.294,2.96,525000000.0
11/29/2023 1:40:42 AM,229886992.0,68.105,1.15,61.262,0.369,30.917,7.294,25.043,0.0,800471.312,0.244,0.209,1.02,1582054.625,1116.394,90.651,89.623,29.738,816292.5,892007552.0,56085540.0,28696297472.0,12044350464.0,27168966656.0,3067463936.0,1.99,1.961,67.712,27.207,3.256,0.995,99.582,0.418,0.0,22.731,24.775,22.286,0.002,100.0,0.002,0.0,89.623,2767796224.0,1756895104.0,2672967936.0,55442896.0,1373869.375,0.858,67.92,139.394,3.282,525000000.0
11/29/2023 1:40:43 AM,240080128.0,67.236,1.189,61.767,0.379,31.041,6.893,24.758,0.0,857406.562,0.236,0.202,1.02,1694750.25,1075.498,90.68,90.149,29.166,874293.188,920521792.0,60084152.0,30322186240.0,12482103296.0,29107505152.0,3286331136.0,1.991,1.998,67.728,27.757,3.374,0.995,99.581,0.419,0.0,23.19,25.307,23.088,0.002,100.0,0.002,0.0,90.149,2780199680.0,1807803264.0,2681799424.0,59199236.0,258716.469,0.832,67.711,144.373,2.507,525000000.0
11/29/2023 1:40:44 AM,244900896.0,68.214,1.129,60.789,0.358,30.732,7.781,26.0,0.0,815339.062,0.248,0.212,1.001,1581076.375,1172.255,90.721,89.725,30.131,816065.438,954198848.0,56052248.0,29808848896.0,12825320448.0,27709636608.0,3128709632.0,1.99,1.917,67.691,26.521,3.11,0.995,99.598,0.402,0.0,23.027,25.053,22.111,0.002,100.0,0.002,0.0,89.725,2698306560.0,1855046016.0,2602227456.0,55148928.0,258545.922,0.889,67.579,144.278,2.585,525000000.0
11/29/2023 1:40:45 AM,229083232.0,68.199,1.173,60.891,0.369,30.882,7.28,24.771,0.0,799964.375,0.244,0.209,1.02,1581052.75,1116.394,90.841,89.782,28.741,815775.562,891442688.0,56050024.0,28678123520.0,12036722688.0,27151759360.0,3065521408.0,1.99,1.961,67.712,27.207,3.256,0.995,99.568,0.432,0.0,23.482,25.594,23.022,0.002,100.0,0.002,0.0,89.782,2666792704.0,1740077312.0,2573804800.0,55313532.0,249636.234,0.858,67.805,139.306,2.736,525000000.0
11/29/2023 1:40:46 AM,235005168.0,68.137,1.24,60.353,0.373,30.964,7.147,24.582,0.0,840592.375,0.249,0.213,1.02,1661080.375,1103.638,90.964,89.222,28.311,857143.688,925787584.0,58873652.0,29987065856.0,12513480704.0,28509077504.0,3219047168.0,1.99,1.971,67.691,27.372,3.292,0.995,99.559,0.441,0.0,24.371,26.567,23.996,0.002,99.975,0.002,0.032,89.222,2667111680.0,1811513216.0,2568553984.0,57580244.0,267527.719,0.85,67.177,149.29,2.485,525000000.0
11/29/2023 1:40:47 AM,303012096.0,43.332,1.162,35.078,0.293,30.485,7.579,15.513,0.0,3348885.5,1.112,1.112,0.905,6961187.5,403.524,89.239,75.27,23.152,3030213.5,1319379200.0,178124704.0,39107760128.0,17200201728.0,37681491968.0,3066809856.0,0.59,1.649,57.493,25.386,2.16,1.29,99.136,0.864,0.0,28.462,31.064,19.811,0.002,100.0,0.002,0.001,71.38,2039271680.0,1879488640.0,1836708992.0,103442544.0,3746648.5,0.609,34.137,209.076,8.909,525000000.0
11/29/2023 1:40:48 AM,302453280.0,43.091,1.171,36.487,0.298,30.619,7.069,16.46,0.0,3511009.25,0.924,1.035,0.911,7333117.5,383.41,89.063,76.433,24.358,3196942.75,1315889920.0,186853360.0,39779713024.0,17199833088.0,38837678080.0,3161041152.0,0.581,1.671,57.162,25.803,2.227,1.286,99.117,0.883,0.0,27.776,30.353,19.616,0.002,100.0,0.002,0.0,72.474,2037828736.0,1809177344.0,1832091520.0,108870744.0,2614430.0,0.578,34.055,204.153,19.845,525000000.0
11/29/2023 1:40:49 AM,298783904.0,41.047,1.202,35.759,0.299,30.622,7.013,13.949,0.0,3581058.25,0.907,1.067,0.906,7449518.5,389.204,89.021,76.486,22.195,3244745.25,1362269696.0,190658464.0,41281830912.0,17810954240.0,40370221056.0,3285767424.0,0.592,1.674,57.468,25.853,2.236,1.292,99.133,0.867,0.0,28.605,31.265,20.235,0.002,100.0,0.002,0.0,72.392,2086675328.0,1854291072.0,1879125632.0,110568896.0,374563.656,0.574,34.076,209.02,1.988,525000000.0
11/29/2023 1:40:50 AM,291979488.0,40.158,1.164,34.07,0.294,30.515,7.416,13.793,0.0,3349839.5,1.094,1.205,0.905,6963276.0,398.971,89.335,74.182,21.689,3031193.25,1305674368.0,178203584.0,38950248448.0,17035922432.0,37693030400.0,3067812096.0,0.59,1.656,57.5,25.521,2.182,1.29,99.144,0.856,0.0,28.931,31.588,20.233,0.002,100.0,0.002,0.001,70.288,1945286272.0,1745903488.0,1735803392.0,103371504.0,8226688.0,0.599,34.103,199.166,22.022,525000000.0
11/29/2023 1:40:51 AM,303149440.0,43.608,1.182,37.106,0.301,30.665,6.855,17.423,0.0,3580767.25,0.907,1.016,0.905,7452962.5,385.18,89.049,77.779,25.404,3240744.5,1348400512.0,190334608.0,41118433280.0,17644961792.0,40374661120.0,3286139392.0,0.59,1.681,57.441,25.989,2.257,1.291,99.12,0.88,0.0,27.846,30.442,19.782,0.002,100.0,0.002,0.0,73.72,2065236224.0,1765033856.0,1857360896.0,110817248.0,1471875.5,0.564,34.195,194.139,2.142,525000000.0
11/29/2023 1:40:52 AM,301410784.0,42.665,1.176,36.304,0.297,30.585,7.218,16.317,0.0,3462946.25,0.935,1.096,0.902,7215189.5,407.856,89.288,76.977,24.232,3124901.0,1379509888.0,185605408.0,41466597376.0,18020925440.0,40326840320.0,3282251520.0,0.614,1.665,58.093,25.672,2.207,1.302,99.153,0.847,0.0,28.127,30.729,19.779,0.002,100.0,0.002,0.0,73.035,2086640640.0,1803954560.0,1877666304.0,107413784.0,3732656.75,0.587,34.374,203.821,5.93,525000000.0
11/29/2023 1:40:53 AM,294196480.0,43.631,1.166,36.787,0.297,30.587,7.24,17.824,0.0,3344806.5,0.971,1.055,0.905,6957677.0,395.172,89.379,77.163,25.448,3028144.5,1291485568.0,177919472.0,38777159680.0,16864858112.0,37689413632.0,3067595264.0,0.591,1.664,57.465,25.658,2.204,1.291,99.138,0.862,0.0,27.665,30.218,19.439,0.002,100.0,0.002,0.0,73.263,1932070016.0,1682966656.0,1732252672.0,103372624.0,3720133.5,0.589,34.137,194.155,4.313,525000000.0
11/29/2023 1:40:54 AM,302155744.0,42.384,1.187,35.966,0.299,30.632,7.009,16.186,0.0,3467438.5,0.936,1.071,0.901,7228248.5,402.31,89.257,76.638,23.994,3125251.75,1362551552.0,185533600.0,41289015296.0,17814528000.0,40376406016.0,3286285568.0,0.612,1.674,58.064,25.855,2.236,1.302,99.146,0.854,0.0,28.407,31.043,20.092,0.002,99.99,0.002,0.017,72.653,2067564160.0,1761565312.0,1856831616.0,107680912.0,4861843.5,0.574,34.455,204.103,7.957,525000000.0
11/29/2023 1:40:55 AM,299041184.0,41.991,1.142,34.976,0.291,30.431,7.719,15.396,0.0,3377064.0,1.086,1.065,0.9,6989434.5,411.282,89.396,75.422,23.079,3039924.75,1355070464.0,178899168.0,39922290688.0,17639581696.0,38329716736.0,3117851648.0,0.592,1.642,57.559,25.281,2.142,1.291,99.16,0.84,0.0,28.435,31.013,19.702,0.002,99.984,0.002,0.02,71.56,2038928384.0,1782536320.0,1829914240.0,103577832.0,7102975.0,0.616,34.073,203.905,20.152,525000000.0
11/29/2023 1:40:56 AM,290772928.0,41.131,1.172,34.731,0.296,30.552,7.248,14.918,0.0,3345850.0,0.967,1.183,0.905,6959671.5,395.059,89.373,75.043,22.632,3029160.0,1291797376.0,177982032.0,38784946176.0,16868328448.0,37696864256.0,3068183808.0,0.591,1.664,57.465,25.658,2.204,1.291,99.136,0.864,0.0,28.691,31.338,20.16,0.002,100.0,0.002,0.0,71.116,1937938048.0,1703535488.0,1731550848.0,103412880.0,7102779.5,0.589,34.139,199.176,20.425,525000000.0
11/29/2023 1:40:57 AM,302372576.0,41.356,1.187,35.243,0.295,30.531,7.358,15.016,0.0,3523780.25,0.919,1.112,0.911,7358589.5,391.528,89.359,76.165,23.076,3210442.5,1348796032.0,187951632.0,40346181632.0,17608181760.0,39107252224.0,3184370944.0,0.584,1.66,57.256,25.57,2.191,1.288,99.116,0.884,0.0,28.589,31.23,20.051,0.002,100.0,0.002,0.0,72.156,2014236928.0,1750272256.0,1808887296.0,109077744.0,2603670.5,0.596,33.976,199.033,13.256,525000000.0
11/29/2023 1:40:58 AM,301066496.0,41.628,1.143,34.758,0.293,30.491,7.579,15.32,0.0,3347999.75,1.098,1.21,0.905,6959177.5,403.528,89.26,74.388,22.969,3029479.0,1319034496.0,178082640.0,39095570432.0,17194151936.0,37670727680.0,3066055936.0,0.59,1.649,57.494,25.387,2.16,1.29,99.145,0.855,0.0,28.336,30.926,19.725,0.002,100.0,0.002,0.001,70.565,1980861056.0,1784681856.0,1770997632.0,103327520.0,8248138.5,0.609,34.107,213.966,18.427,525000000.0
11/29/2023 1:40:59 AM,296554944.0,38.84,1.245,34.196,0.3,30.645,6.924,12.488,0.0,3558961.25,0.91,1.003,0.909,7438426.0,384.701,89.21,75.681,20.782,3236057.5,1338045440.0,189982688.0,40714567680.0,17509433344.0,39911714816.0,3249275904.0,0.59,1.679,57.417,25.934,2.249,1.291,99.115,0.885,0.0,29.68,32.45,21.065,0.002,100.0,0.002,0.0,71.511,1967895680.0,1712985216.0,1759526144.0,110363744.0,3729499.5,0.569,34.104,199.157,19.007,525000000.0
11/29/2023 1:41:00 AM,299586816.0,41.938,1.192,35.89,0.298,30.599,7.085,15.129,0.0,3449073.5,0.945,1.065,0.899,7151977.0,402.249,89.187,77.161,23.381,3099311.75,1354641536.0,183415456.0,40910155776.0,17691650048.0,39938711552.0,3249151744.0,0.606,1.669,57.881,25.799,2.226,1.298,99.15,0.85,0.0,28.635,31.285,20.21,0.002,99.984,0.002,0.02,73.045,2045626624.0,1780433152.0,1845242496.0,106547896.0,383647.5,0.578,34.378,214.089,1.953,525000000.0
11/29/2023 1:41:01 AM,238164272.0,65.123,1.305,58.536,0.355,30.724,7.937,21.884,0.0,800149.25,0.244,0.209,1.02,1581280.5,1185.483,91.108,88.656,25.469,816102.125,946828736.0,56061164.0,29339463680.0,12695663616.0,27155673088.0,3065963008.0,1.99,1.904,67.699,26.376,3.078,0.995,99.566,0.434,0.0,25.467,27.698,24.345,0.002,99.989,0.002,0.017,88.656,2481217792.0,1721526528.0,2386210560.0,55034252.0,249672.203,0.898,67.436,139.326,2.626,525000000.0
11/29/2023 1:41:02 AM,228046960.0,66.191,1.177,61.528,0.37,30.929,7.279,24.36,0.0,800582.938,0.244,0.209,1.02,1582275.375,1116.394,90.709,90.023,28.504,816406.438,892132160.0,56093368.0,28700301312.0,12046030848.0,27172757504.0,3067891968.0,1.99,1.961,67.712,27.207,3.256,0.995,99.593,0.407,0.0,23.253,25.345,22.798,0.002,100.0,0.002,0.0,90.023,2542905856.0,1735881728.0,2450497024.0,55177220.0,249829.281,0.858,67.585,139.414,2.689,525000000.0
11/29/2023 1:41:03 AM,235535712.0,65.624,1.277,61.188,0.374,30.981,7.068,22.514,0.0,855161.875,0.244,0.209,1.022,1694342.375,1092.442,90.634,89.693,26.713,874098.688,932301760.0,60061448.0,30382376960.0,12619622400.0,28981477376.0,3272015872.0,1.991,1.981,67.717,27.496,3.319,0.995,99.557,0.443,0.0,23.893,26.066,23.629,0.002,100.0,0.002,0.0,89.693,2742468096.0,1812790656.0,2645869056.0,59220268.0,267483.75,0.844,67.75,149.265,2.675,525000000.0
11/29/2023 1:41:04 AM,206324160.0,64.346,1.205,60.24,0.365,30.831,7.453,22.604,0.0,800018.25,0.226,0.194,1.02,1581315.25,1135.123,90.702,88.86,26.685,815893.0,906526464.0,56064436.0,28854380544.0,12208958464.0,27158319104.0,3066261760.0,1.991,1.944,67.72,26.983,3.208,0.995,99.568,0.432,0.0,23.907,26.043,23.285,0.002,100.0,0.002,0.0,88.86,2539014400.0,1694176768.0,2440392192.0,55280392.0,3609134.25,0.869,67.754,129.387,45.564,525000000.0
11/29/2023 1:41:05 AM,234956096.0,65.547,1.27,61.49,0.379,31.031,6.895,22.55,0.0,857360.312,0.236,0.202,1.02,1694658.75,1075.498,90.843,89.858,26.68,874246.062,920472192.0,60080912.0,30320551936.0,12481430528.0,29105934336.0,3286153984.0,1.991,1.998,67.728,27.757,3.374,0.995,99.559,0.441,0.0,24.118,26.319,24.012,0.002,100.0,0.002,0.0,89.858,2677197056.0,1802995328.0,2579034368.0,59101100.0,258702.516,0.832,67.602,144.365,2.671,525000000.0
11/29/2023 1:41:06 AM,247224800.0,67.261,1.238,60.986,0.368,30.899,7.35,23.678,0.0,856743.438,0.252,0.216,1.02,1693181.5,1124.462,90.913,89.331,27.72,873657.938,961541824.0,60019928.0,30792452096.0,12972791808.0,29074182144.0,3282568960.0,1.99,1.954,67.704,27.101,3.234,0.995,99.568,0.432,0.0,23.795,25.931,23.261,0.002,100.0,0.002,0.0,89.331,2802817792.0,1908863488.0,2703158016.0,59097736.0,276200.75,0.863,67.644,154.13,2.652,525000000.0
