Timestamp,BATTERY_HEALTH_COLD,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_LEVEL
1701263665962,-2147483648,-826171,18
1701263666065,-2147483648,-826171,18
1701263666172,-2147483648,-826171,18
1701263666275,-2147483648,-826171,18
1701263666380,-2147483648,-826171,18
1701263666484,-2147483648,-826171,18
1701263666587,-2147483648,-805663,18
1701263666691,-2147483648,-805663,18
1701263666795,-2147483648,-805663,18
1701263666898,-2147483648,-805663,18
1701263667002,-2147483648,-805663,18
1701263667105,-2147483648,-805663,18
1701263667209,-2147483648,-805663,18
1701263667316,-2147483648,-805663,18
1701263667420,-2147483648,-805663,18
1701263667523,-2147483648,-805663,18
1701263667626,-2147483648,-801757,18
1701263667734,-2147483648,-801757,18
1701263667837,-2147483648,-801757,18
1701263667941,-2147483648,-801757,18
1701263668045,-2147483648,-801757,18
1701263668150,-2147483648,-801757,18
1701263668254,-2147483648,-801757,18
1701263668359,-2147483648,-801757,18
1701263668462,-2147483648,-801757,18
1701263668566,-2147483648,-801757,18
1701263668672,-2147483648,-821288,18
1701263668776,-2147483648,-821288,18
1701263668879,-2147483648,-821288,18
1701263668983,-2147483648,-821288,18
1701263669086,-2147483648,-821288,18
1701263669192,-2147483648,-821288,18
1701263669295,-2147483648,-821288,18
1701263669400,-2147483648,-821288,18
