Timestamp,BATTERY_HEALTH_COLD,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_LEVEL
1701263669503,-2147483648,-821288,18
1701263669606,-2147483648,-849608,18
1701263669715,-2147483648,-849608,18
1701263669819,-2147483648,-849608,18
1701263669923,-2147483648,-849608,18
1701263670026,-2147483648,-849608,18
1701263670131,-2147483648,-849608,18
1701263670234,-2147483648,-849608,18
1701263670338,-2147483648,-849608,18
1701263670441,-2147483648,-849608,18
1701263670545,-2147483648,-849608,18
1701263670649,-2147483648,-833007,18
1701263670754,-2147483648,-833007,18
1701263670858,-2147483648,-833007,18
1701263670962,-2147483648,-833007,18
1701263671065,-2147483648,-833007,18
1701263671170,-2147483648,-833007,18
1701263671274,-2147483648,-833007,18
1701263671378,-2147483648,-833007,18
1701263671485,-2147483648,-833007,18
1701263671590,-2147483648,-835448,18
1701263671696,-2147483648,-835448,18
1701263671799,-2147483648,-835448,18
1701263671903,-2147483648,-835448,18
1701263672006,-2147483648,-835448,18
1701263672111,-2147483648,-835448,18
1701263672215,-2147483648,-835448,18
1701263672320,-2147483648,-835448,18
1701263672424,-2147483648,-835448,18
1701263672529,-2147483648,-835448,18
1701263672633,-2147483648,-842284,18
1701263672736,-2147483648,-842284,18
1701263672841,-2147483648,-842284,18
1701263672944,-2147483648,-842284,18
1701263673050,-2147483648,-842284,18
1701263673154,-2147483648,-842284,18
1701263673258,-2147483648,-842284,18
1701263673361,-2147483648,-842284,18
1701263673465,-2147483648,-842284,18
1701263673571,-2147483648,-833007,18
1701263673675,-2147483648,-833007,18
1701263673778,-2147483648,-833007,18
1701263673881,-2147483648,-833007,18
1701263673985,-2147483648,-833007,18
1701263674089,-2147483648,-833007,18
1701263674194,-2147483648,-833007,18
1701263674297,-2147483648,-833007,18
1701263674401,-2147483648,-833007,18
1701263674504,-2147483648,-833007,18
1701263674611,-2147483648,-871581,18
1701263674714,-2147483648,-871581,18
1701263674820,-2147483648,-871581,18
1701263674924,-2147483648,-871581,18
1701263675028,-2147483648,-871581,18
1701263675132,-2147483648,-871581,18
1701263675237,-2147483648,-871581,18
1701263675340,-2147483648,-871581,18
1701263675446,-2147483648,-871581,18
1701263675550,-2147483648,-871581,18
1701263675656,-2147483648,-825194,18
1701263675765,-2147483648,-825194,18
1701263675868,-2147483648,-825194,18
1701263675979,-2147483648,-825194,18
1701263676086,-2147483648,-825194,18
1701263676189,-2147483648,-825194,18
1701263676295,-2147483648,-825194,18
1701263676398,-2147483648,-825194,18
1701263676503,-2147483648,-825194,18
1701263676606,-2147483648,-899413,18
1701263676712,-2147483648,-899413,18
1701263676816,-2147483648,-899413,18
